id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,11000,11000,11000, 36 months,7.02,339.75,A,A2,Nurse Practitioner ,< 1 year,MORTGAGE,150000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,610xx,IL,10.47,0,Jan-2002,1,72,97,18,1,11018,43.9,57,w,10724.59,10724.59,335.46,335.46,275.40,60.05,0.0,0.0,0.0,Feb-2019,341.9,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,318274,7,2,0,4,15,96067,76,5,7,4398,62,25100,2,6,3,14,18722,5635,59.5,0,0,203,83,3,3,4,3,,3,,3,4,7,5,6,31,14,22,7,18,0,0,0,7,93,40,1,0,341090,107085,13900,103049,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,6500,6500,6500, 36 months,7.56,202.37,A,A3,clerk,10+ years,MORTGAGE,67000,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,953xx,CA,15.4,0,Feb-2007,0,,95,18,1,406,1.3,26,w,6176.14,6176.14,381.53,381.53,323.86,57.67,0.0,0.0,0.0,Feb-2019,202.37,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,273928,1,2,0,1,13,15279,49,2,3,301,25,32100,1,1,0,4,15218,19894,2,0,0,74,142,2,2,3,2,,13,,0,2,2,7,10,4,15,19,2,18,0,0,0,2,100,0,1,0,338423,15685,20300,31395,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000, 36 months,11.31,986.58,B,B3,Finance Branch Chief ,5 years,MORTGAGE,190000,Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,206xx,MD,41.94,0,May-1993,0,,,24,0,78817,85.7,55,w,28585.71,28585.71,1944.88,1944.88,1414.29,530.59,0.0,0.0,0.0,Feb-2019,986.58,Mar-2019,Feb-2019,0,,1,Joint App,285000,34.39,Verified,0,0,930020,2,5,2,6,2,142049,88,0,2,12998,86,92000,4,11,3,9,38751,4734,91.8,0,0,240,307,15,2,7,15,,2,,0,9,15,9,10,29,16,19,15,24,0,0,0,2,100,88.9,0,0,1063850,220866,57700,203146,141671,Mar-1997,2,4,38,83.4,8,31,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 36 months,10.72,1304.26,B,B2,Auto Hauler/Professional Driver,4 years,MORTGAGE,111000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,083xx,NJ,25.93,0,May-2010,1,,62,13,1,9808,42.1,25,w,38097.69,38097.69,2572.79,2572.79,1902.31,670.48,0.0,0.0,0.0,Feb-2019,1304.26,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,262236,1,5,0,2,14,79733,59,3,4,2353,55,23300,1,4,4,6,20172,6122,51.8,0,0,103,51,2,2,2,8,,1,,0,4,7,4,7,12,7,11,7,13,0,0,0,3,100,25,1,0,324781,89541,12700,119858,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,22400,22400,22400, 36 months,8.81,710.34,A,A5,Logistics Manager,10+ years,MORTGAGE,95000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,554xx,MN,24.83,0,May-2002,2,,,19,0,21326,33.3,39,w,21304.22,21304.22,1404.23,1404.23,1095.78,308.45,0.0,0.0,0.0,Feb-2019,710.34,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,249421,1,6,1,3,3,47795,69,0,0,4593,52,64100,1,1,4,3,13127,14626,42.6,0,0,131,199,31,3,1,42,,3,,0,4,8,4,10,12,12,26,9,19,0,0,0,1,100,0,0,0,339524,69121,25500,69228,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 60 months,16.14,487.86,C,C4,Bus Driver,4 years,MORTGAGE,59000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,064xx,CT,27.22,0,Jun-2014,1,,,26,0,12631,19.0,32,w,19559.34,19559.34,948.82,948.82,440.66,508.16,0.0,0.0,0.0,Feb-2019,487.86,Mar-2019,Feb-2019,0,45,1,Individual,,,,0,0,142480,3,4,1,2,6,24176,57,2,7,3280,19,67350,0,0,2,10,5480,3039,27,0,0,38,54,1,1,1,9,,1,,0,9,21,10,10,5,21,26,10,26,,0,0,4,100,0,0,0,215630,36807,27350,42237,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20500,20500,20500, 36 months,10.72,668.43,B,B2,Logistics,2 years,RENT,85000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,925xx,CA,11.93,0,Dec-2003,1,73,,6,0,12472,64.0,12,w,19525.07,19525.07,1318.55,1318.55,974.93,343.62,0.0,0.0,0.0,Feb-2019,668.43,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,35562,1,1,0,0,29,23090,,1,1,8882,64,19500,0,1,2,1,7112,2087,83.9,0,0,144,180,6,6,0,50,,5,73,0,2,3,2,2,3,5,9,3,6,0,0,0,1,91.7,100,0,0,54888,35562,13000,35388,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,4500,4500,4475, 36 months,12.98,151.58,B,B5,Food & Human safety coordinator ,10+ years,MORTGAGE,53000,Verified,Dec-2018,Current,n,,,house,Home buying,180xx,PA,28.03,0,Nov-2001,0,,,15,0,23672,39.2,21,f,4293.08,4269.23,298.29,296.63,206.92,91.37,0.0,0.0,0.0,Feb-2019,151.58,Mar-2019,Feb-2019,0,,1,Joint App,97000,20.26,Verified,0,0,313497,0,2,0,2,15,25280,76,1,2,5662,52,60400,0,0,1,4,20900,20478,43.6,0,0,127,205,10,10,1,10,,10,,0,5,10,6,7,4,12,16,10,15,0,0,0,1,100,16.7,0,0,410917,48952,36300,33210,46451,Oct-2009,0,1,11,56.3,2,9,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,20.89,376.19,D,D4,Associate ,4 years,MORTGAGE,42000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,182xx,PA,6.34,0,Jul-2015,1,32,,9,0,7717,49.8,11,f,9592.27,9592.27,734.97,734.97,407.73,327.24,0.0,0.0,0.0,Feb-2019,376.19,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,7717,1,0,0,0,,0,,2,2,2500,50,15500,0,0,1,2,857,3397,65,0,0,,41,5,5,0,5,,5,32,0,5,6,6,7,0,9,11,6,9,0,0,0,2,90.9,50,0,0,15500,7717,9700,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,8.81,317.12,A,A5,Manager,10+ years,RENT,90000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,957xx,CA,22.1,0,Jun-1990,0,40,,12,0,18728,66.4,26,w,9510.80,9510.80,626.9,626.90,489.20,137.70,0.0,0.0,0.0,Feb-2019,317.12,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,85560,1,4,3,6,3,63260,42,1,1,3772,49,28200,3,5,1,7,7778,7300,34.8,0,0,128,228,8,3,0,72,,8,,0,2,5,4,11,11,7,14,5,12,0,0,0,4,96.2,0,0,0,149164,85560,11200,112597,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,40000,40000,40000, 36 months,6.46,1225.24,A,A1,Pharmacist Director,1 year,MORTGAGE,186000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,550xx,MN,8.32,0,Mar-1994,0,46,,17,0,42515,35.7,39,w,37974.74,37974.74,2321.29,2321.29,2025.26,296.03,0.0,0.0,0.0,Feb-2019,1225.24,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,431541,0,5,0,0,28,66617,97,0,0,18971,45,119100,0,1,1,0,25385,58539,37.3,0,0,157,297,39,28,2,39,,4,46,0,5,7,8,18,7,11,30,7,17,0,0,0,0,97.4,25,0,0,679367,109132,93400,95867,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,2500,2500,2500, 36 months,7.56,77.84,A,A3,Lead Sales Consultant,4 years,RENT,37500,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,946xx,CA,24.9,0,Sep-2008,1,,,9,0,1610,4.5,14,w,2375.43,2375.43,154.1,154.10,124.57,29.53,0.0,0.0,0.0,Feb-2019,77.84,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,9849,0,3,1,1,7,8239,40,0,1,645,17,35700,1,0,1,2,1094,34090,4.5,0,0,52,123,16,7,0,16,,6,,0,6,6,6,7,4,6,10,6,9,0,0,0,1,100,0,0,0,56465,9849,35700,20765,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,11.31,328.86,B,B3,,n/a,RENT,27064,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,836xx,ID,19.78,0,Jul-2006,0,57,,5,0,3530,23.9,35,w,9765.38,9765.38,325.73,325.73,234.62,91.11,0.0,0.0,0.0,Feb-2019,335.15,Mar-2019,Feb-2019,0,57,1,Individual,,,,0,0,11074,1,2,2,6,5,7544,90,0,1,3281,48,14800,0,0,1,7,2215,11123,23.3,0,0,144,149,18,5,1,18,,12,,1,2,3,2,2,30,3,4,3,5,0,0,0,2,94.3,0,0,0,23194,11074,14500,8394,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20500,20500,20500, 36 months,6.46,627.94,A,A1,Superintendent,10+ years,MORTGAGE,114500,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,656xx,MO,31.53,0,Feb-1989,2,,,10,0,9803,46.5,32,w,19462.05,19462.05,1244.84,1244.84,1037.95,206.89,0.0,0.0,0.0,Feb-2019,627.94,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,353382,3,5,3,5,4,113872,91,0,0,1112,82,21100,0,2,2,6,39265,8843,11.6,0,0,174,358,91,4,3,179,,4,,0,2,3,2,6,18,4,11,3,10,0,0,0,3,100,0,0,0,410148,123675,10000,138248,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,4975, 36 months,11.8,165.6,B,B4,manager,10+ years,MORTGAGE,72000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,967xx,HI,11.25,1,Jan-2005,1,15,,4,0,1509,43.1,18,f,4765.99,4742.16,326.28,324.65,234.01,92.27,0.0,0.0,0.0,Feb-2019,165.6,Mar-2019,Feb-2019,0,15,1,Joint App,107000,16.17,Source Verified,0,0,327343,1,1,1,2,11,28686,85,1,1,937,81,3500,1,2,1,3,81836,1991,43.1,0,0,138,167,4,4,2,4,44,4,35,2,2,2,2,7,6,2,10,2,4,0,0,1,2,83.3,0,0,0,338800,30195,3500,33642,23711,Oct-2007,0,2,4,95.8,0,12,0,0,15,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9600,9600,9600, 36 months,6.46,294.06,A,A1,Director of Quality,10+ years,MORTGAGE,130000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,460xx,IN,24.98,0,Jan-1999,1,134,,20,0,11635,15.3,44,w,9113.94,9113.94,582.95,582.95,486.06,96.89,0.0,0.0,0.0,Feb-2019,294.06,Mar-2019,Feb-2019,0,134,1,Joint App,160000,21.16,Not Verified,0,0,326741,2,4,0,3,15,76826,69,2,5,6544,41,76200,0,6,7,9,16337,60557,14.9,0,0,186,239,2,2,3,2,134,2,134,1,7,9,12,15,17,15,24,9,20,0,0,0,3,97.7,8.3,0,0,425835,88461,71200,109455,35631,Jan-1999,1,3,20,16.8,1,26,0,0,134,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 60 months,15.02,952.02,C,C3,Technical Specialist,9 years,RENT,120000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,337xx,FL,12.96,0,Nov-1992,0,75,,7,0,138,1.0,12,w,39091.64,39091.64,1853.97,1853.97,908.36,945.61,0.0,0.0,0.0,Feb-2019,952.02,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,42315,3,3,3,4,4,42177,95,0,3,125,72,14100,0,5,0,7,6045,10275,1.2,0,0,131,313,15,4,0,16,,15,,0,1,2,2,2,5,4,7,2,7,0,0,0,3,100,0,0,0,58429,42315,10400,44329,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 36 months,12.98,1178.96,B,B5,Physician ,8 years,MORTGAGE,385000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,750xx,TX,4.57,4,Oct-1998,2,4,,15,0,8873,11.0,26,w,33390.59,33390.59,2320.06,2320.06,1609.41,710.65,0.0,0.0,0.0,Feb-2019,1178.96,Mar-2019,Feb-2019,1,20,1,Individual,,,,0,9029,237272,1,2,1,1,4,24337,44,0,0,870,11,83800,0,3,2,1,15818,15000,2,0,0,141,242,31,4,1,31,,0,4,0,4,12,6,6,7,12,18,10,15,,0,1,1,81,25,0,0,370521,33210,60000,54828,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12500,12500,12500, 60 months,19.92,330.62,D,D3,Account Executive,2 years,MORTGAGE,98000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,481xx,MI,9.75,0,Jun-2013,1,,70,15,1,11568,39.2,29,w,12251.72,12251.72,640.49,640.49,248.28,392.21,0.0,0.0,0.0,Feb-2019,330.62,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,228281,6,1,4,6,6,27889,95,2,7,5493,67,29500,2,10,7,14,15219,5375,61.9,0,0,66,61,3,3,1,20,,3,,0,4,6,5,6,11,13,17,6,15,0,0,0,7,100,0,1,0,248495,39457,14100,29395,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,8.81,380.54,A,A5,Account Manager,3 years,RENT,49000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,750xx,TX,20.92,0,Apr-2007,0,,,6,0,7009,39.2,9,f,11707.55,11707.55,412.85,412.85,292.45,120.40,0.0,0.0,0.0,Feb-2019,421.66,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,31516,1,2,1,2,10,24507,79,1,1,3668,64,17900,1,0,0,3,5253,10616,39.7,0,0,93,140,3,3,0,3,,18,,0,3,4,3,3,5,4,4,4,6,0,0,0,2,100,0,0,0,48900,31516,17600,31000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,6.46,153.16,A,A1,LPN Nurse,1 year,MORTGAGE,50000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,302xx,GA,4.68,0,Mar-1995,1,,,9,0,5677,14.4,26,w,4746.83,4746.83,303.63,303.63,253.17,50.46,0.0,0.0,0.0,Feb-2019,153.16,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,347853,1,0,0,0,98,0,,1,1,4694,14,39400,1,0,1,3,38650,27592,16.6,0,0,146,285,0,0,4,43,,0,,0,2,4,3,8,2,7,20,4,9,0,0,0,1,100,0,0,0,396541,5677,33100,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,15000,15000,15000, 36 months,15.02,520.13,C,C3,Pharmacy technician,5 years,RENT,28000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,307xx,GA,17.7,1,Oct-2011,0,14,,8,0,10753,40.7,14,w,14331.08,14331.08,1021.48,1021.48,668.92,352.56,0.0,0.0,0.0,Feb-2019,520.13,Mar-2019,Feb-2019,0,14,1,Individual,,,,0,0,10753,0,0,0,0,54,0,,1,2,3253,41,26400,0,0,0,2,1344,5782,56.2,0,0,54,85,8,8,0,21,,,58,1,3,6,4,5,1,8,13,6,8,0,0,1,1,85.7,25,0,0,26400,10753,13200,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 60 months,8.19,712.87,A,A4,Nursing Lab Technician,2 years,MORTGAGE,190000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,925xx,CA,12.28,0,Jun-1998,0,38,,13,0,35389,83.9,18,w,34526.00,34526.00,696.95,696.95,474.00,222.95,0.0,0.0,0.0,Feb-2019,720.84,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,423637,2,2,1,1,6,57435,73,2,3,12177,79,42200,0,3,1,4,32587,328,98.8,0,0,148,246,5,5,2,13,,8,70,0,4,8,4,5,5,9,11,8,13,0,0,0,3,83.3,100,0,0,512638,92824,27400,66364,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,12000,12000,12000, 36 months,8.19,377.09,A,A4,SVP sales,2 years,RENT,103000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,708xx,LA,35.02,1,Feb-2003,1,18,,26,0,39761,45.7,44,w,11407.61,11407.61,745.99,745.99,592.39,153.60,0.0,0.0,0.0,Feb-2019,377.09,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,113495,1,7,2,3,6,73734,71,0,2,9941,59,87000,1,0,2,5,4365,25220,53.6,0,0,177,190,18,6,3,31,,6,,0,9,14,11,12,19,19,22,14,26,0,0,0,2,97.7,27.3,0,0,191177,113495,54300,104177,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3000,3000,3000, 36 months,8.19,94.28,A,A4,Assistant Store Director,10+ years,RENT,56000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,605xx,IL,8.55,0,Mar-1999,1,29,,9,0,1910,6.4,14,w,2851.89,2851.89,186.51,186.51,148.11,38.40,0.0,0.0,0.0,Feb-2019,94.28,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,15330,3,1,1,1,3,13420,73,3,3,395,32,29900,0,0,2,4,1703,10605,3.6,0,0,28,237,4,3,0,4,30,3,29,0,1,3,3,4,2,8,12,3,9,0,0,0,4,85.7,0,0,0,48193,15330,11000,18293,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,10000,10000,10000, 36 months,15.02,346.76,C,C3,Maintenance,2 years,RENT,40000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,930xx,CA,14.7,1,Oct-2003,0,21,92,15,1,11102,55.8,23,w,9554.04,9554.04,681.0,681.00,445.96,235.04,0.0,0.0,0.0,Feb-2019,346.76,Mar-2019,Feb-2019,0,26,1,Individual,,,,0,0,23894,2,5,1,2,3,12792,64,1,2,2225,60,19900,0,2,0,4,1593,5441,40.9,0,0,143,182,4,3,0,4,21,,21,1,3,7,5,7,7,10,16,7,15,0,0,0,2,87,0,1,0,39806,23894,9200,19906,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 36 months,27.27,1024.26,E,E5,Distrbution Operator,10+ years,RENT,57000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,302xx,GA,19.87,0,Feb-2012,0,,,9,0,24928,60.8,11,w,24077.36,24077.36,1991.71,1991.71,922.64,1069.07,0.0,0.0,0.0,Feb-2019,1024.26,Mar-2019,Feb-2019,1,,1,Individual,,,,0,531,44264,0,1,0,0,30,19336,59,1,1,13460,60,41000,0,1,0,1,4918,12373,66.1,0,0,38,82,12,12,0,12,,,,0,3,4,5,5,2,8,9,4,9,0,0,0,1,100,40,0,0,73851,44264,36500,32851,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,14000, 60 months,11.8,310.01,B,B4,Broker,10+ years,MORTGAGE,57000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,622xx,IL,30.18,0,Dec-2002,2,51,,18,0,14075,32.8,35,w,13653.62,13653.62,606.25,606.25,346.38,259.87,0.0,0.0,0.0,Feb-2019,310.01,Mar-2019,Feb-2019,0,51,1,Joint App,95000,21.18,Not Verified,0,0,102788,3,4,0,2,14,34155,63,3,3,6852,50,42900,5,0,7,5,5710,1250,89.8,0,0,160,145,3,3,3,33,,0,,2,2,7,2,9,10,13,22,7,18,0,0,0,3,91.4,100,0,0,161043,48230,12200,54143,21130,Dec-2002,0,3,6,91.1,4,3,0,0,51,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,23000,23000,23000, 60 months,8.19,468.46,A,A4,Deputy Chief Building Official,4 years,MORTGAGE,153000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,945xx,CA,13.53,0,Nov-2006,0,81,,19,0,23570,26.2,22,w,22374.90,22374.90,921.22,921.22,625.10,296.12,0.0,0.0,0.0,Feb-2019,468.46,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,486930,0,2,0,1,21,21281,37,2,3,4414,31,90100,2,0,5,5,25628,41218,33.4,0,0,145,57,8,8,3,8,,2,,0,10,15,10,10,3,16,16,15,19,0,0,0,3,95.5,0,0,0,596790,44851,61900,56955,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,16000,16000,16000, 36 months,6.46,490.1,A,A1,Parking Rep,4 years,MORTGAGE,43000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,144xx,NY,5.86,2,Dec-2004,1,17,,21,0,14229,35.0,43,w,15189.89,15189.89,971.59,971.59,810.11,161.48,0.0,0.0,0.0,Feb-2019,490.1,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,66605,2,10,4,5,3,52376,111,0,2,5917,76,40700,1,0,2,7,3172,24036,37.1,0,0,168,149,23,3,0,24,17,4,17,0,5,6,9,14,24,11,19,6,21,0,0,0,4,92.9,22.2,0,0,87966,66605,38200,47266,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,12000,12000,12000, 36 months,12.98,404.22,B,B5,Professor,10+ years,MORTGAGE,87400,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,360xx,AL,24.54,1,Nov-1983,1,13,,21,0,9148,29.9,46,w,11448.19,11448.19,795.46,795.46,551.81,243.65,0.0,0.0,0.0,Feb-2019,404.22,Mar-2019,Feb-2019,0,,1,Individual,,,,0,451,318746,1,7,1,2,4,93771,89,0,0,1963,67,30600,1,4,4,2,15178,7801,35,0,0,236,100,49,4,6,78,,0,13,0,4,11,4,4,22,12,17,11,21,0,0,0,1,87,0,0,0,408830,103466,12000,114000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3500,3500,3500, 36 months,14.47,120.43,C,C2,Financial Consultant,3 years,OWN,65000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,852xx,AZ,10.56,0,Sep-1993,2,31,,8,0,1288,18.1,23,w,3292.37,3292.37,286.64,286.64,207.63,79.01,0.0,0.0,0.0,Feb-2019,120.43,Mar-2019,Feb-2019,0,32,1,Individual,,,,0,0,16650,3,3,2,2,4,15362,77,4,7,669,62,7100,2,1,4,9,2379,4999,18,0,0,303,122,4,4,0,4,31,0,31,6,3,4,4,10,10,5,12,4,8,0,0,0,6,65,0,0,0,27032,16650,6100,19932,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,13500,13500,13500, 36 months,6.46,413.52,A,A1,,n/a,MORTGAGE,11088,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,952xx,CA,13.1,0,Mar-2003,1,,,8,0,4594,27.8,20,w,12816.48,12816.48,819.77,819.77,683.52,136.25,0.0,0.0,0.0,Feb-2019,413.52,Mar-2019,Feb-2019,0,,1,Joint App,61332,6.24,Source Verified,0,0,272863,2,0,1,1,3,0,,2,2,4594,28,16500,1,0,1,3,34108,5706,44.6,0,0,137,189,3,3,1,3,,3,,0,1,1,2,6,5,7,14,1,8,0,0,0,3,100,50,0,0,305111,4594,10300,0,7798,Aug-2005,1,1,9,44.9,0,13,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000, 36 months,16.91,142.44,C,C5,Financial Relationship Advisor,4 years,MORTGAGE,75000,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,622xx,IL,25.2,0,Nov-2004,1,,,25,0,6465,30.6,29,w,3826.64,3826.64,279.24,279.24,173.36,105.88,0.0,0.0,0.0,Feb-2019,142.44,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,195413,3,16,2,5,1,118779,92,0,5,1673,83,21100,2,0,3,11,7817,6927,19.5,0,0,153,169,13,1,1,13,,2,,0,1,4,2,2,19,8,9,4,25,0,0,0,3,100,50,0,0,220949,125244,8600,129299,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
